participant_id,page_role,png_path,pdf_path
P041,page_selfreport,DATA\STAGING\respondent_041\PNG\EMHA20260109_14335359.png,DATA\STAGING\respondent_041\PDF\EMHA20260109_14331372.pdf
P041,page_drawing,DATA\STAGING\respondent_041\PNG\EMHA20260109_14344118.png,DATA\STAGING\respondent_041\PDF\EMHA20260109_14352798.pdf
P041,page_writing,DATA\STAGING\respondent_041\PNG\EMHA20260109_14365364.png,DATA\STAGING\respondent_041\PDF\EMHA20260109_14361153.pdf
P042,page_cover,DATA\STAGING\respondent_042\PNG\EMHA20260109_14375628.png,DATA\STAGING\respondent_042\PDF\EMHA20260109_14383764.pdf
P042,page_selfreport,DATA\STAGING\respondent_042\PNG\EMHA20260109_14404059.png,DATA\STAGING\respondent_042\PDF\EMHA20260109_14395706.pdf
P042,page_drawing,DATA\STAGING\respondent_042\PNG\EMHA20260109_14413686.png,DATA\STAGING\respondent_042\PDF\EMHA20260109_14421860.pdf
P042,page_writing,DATA\STAGING\respondent_042\PNG\EMHA20260109_14440592.png,DATA\STAGING\respondent_042\PDF\EMHA20260109_14432530.pdf
P043,page_cover,DATA\STAGING\respondent_043\PNG\EMHA20260109_14451097.png,DATA\STAGING\respondent_043\PDF\EMHA20260109_14455232.pdf
P043,page_selfreport,DATA\STAGING\respondent_043\PNG\EMHA20260109_14472630.png,DATA\STAGING\respondent_043\PDF\EMHA20260109_14463376.pdf
P043,page_drawing,DATA\STAGING\respondent_043\PNG\EMHA20260109_14481623.png,DATA\STAGING\respondent_043\PDF\EMHA20260109_14485907.pdf
P043,page_writing,DATA\STAGING\respondent_043\PNG\EMHA20260109_14521440.png,DATA\STAGING\respondent_043\PDF\EMHA20260109_14495310.pdf
P044,page_cover,DATA\STAGING\respondent_044\PNG\EMHA20260109_15234209.png,DATA\STAGING\respondent_044\PDF\EMHA20260109_15243160.pdf
P044,page_selfreport,DATA\STAGING\respondent_044\PNG\EMHA20260109_15255399.png,DATA\STAGING\respondent_044\PDF\EMHA20260109_15251455.pdf
P044,page_drawing,DATA\STAGING\respondent_044\PNG\EMHA20260109_15264197.png,DATA\STAGING\respondent_044\PDF\EMHA20260109_15272178.pdf
P044,page_writing,DATA\STAGING\respondent_044\PNG\EMHA20260109_15285441.png,DATA\STAGING\respondent_044\PDF\EMHA20260109_15280972.pdf
P045,page_cover,DATA\STAGING\respondent_045\PNG\EMHA20260109_15302270.png,DATA\STAGING\respondent_045\PDF\EMHA20260109_15310353.pdf
P045,page_selfreport,DATA\STAGING\respondent_045\PNG\EMHA20260109_15323448.png,DATA\STAGING\respondent_045\PDF\EMHA20260109_15314927.pdf
P045,page_drawing,DATA\STAGING\respondent_045\PNG\EMHA20260109_15332264.png,DATA\STAGING\respondent_045\PDF\EMHA20260109_15341811.pdf
P045,page_writing,DATA\STAGING\respondent_045\PNG\EMHA20260109_15361532.png,DATA\STAGING\respondent_045\PDF\EMHA20260109_15351429.pdf
P046,page_cover,DATA\STAGING\respondent_046\PNG\EMHA20260109_15375184.png,DATA\STAGING\respondent_046\PDF\EMHA20260109_15383317.pdf
P046,page_selfreport,DATA\STAGING\respondent_046\PNG\EMHA20260109_15413078.png,DATA\STAGING\respondent_046\PDF\EMHA20260109_15404979.pdf
P046,page_drawing,DATA\STAGING\respondent_046\PNG\EMHA20260109_15431919.png,DATA\STAGING\respondent_046\PDF\EMHA20260109_15472624.pdf
P046,page_writing,DATA\STAGING\respondent_046\PNG\EMHA20260109_15501113.png,DATA\STAGING\respondent_046\PDF\EMHA20260109_15484004.pdf
P047,page_cover,DATA\STAGING\respondent_047\PNG\EMHA20260109_15512965.png,DATA\STAGING\respondent_047\PDF\EMHA20260109_15521024.pdf
P047,page_selfreport,DATA\STAGING\respondent_047\PNG\EMHA20260109_15534747.png,DATA\STAGING\respondent_047\PDF\EMHA20260109_15530906.pdf
P047,page_drawing,DATA\STAGING\respondent_047\PNG\EMHA20260109_15543147.png,DATA\STAGING\respondent_047\PDF\EMHA20260109_15551517.pdf
P047,page_writing,DATA\STAGING\respondent_047\PNG\EMHA20260109_15575519.png,DATA\STAGING\respondent_047\PDF\EMHA20260109_15555730.pdf
P048,page_cover,DATA\STAGING\respondent_048\PNG\EMHA20260109_15592177.png,DATA\STAGING\respondent_048\PDF\EMHA20260109_16003070.pdf
P048,page_selfreport,DATA\STAGING\respondent_048\PNG\EMHA20260109_16020311.png,DATA\STAGING\respondent_048\PDF\EMHA20260109_16011523.pdf
P048,page_drawing,DATA\STAGING\respondent_048\PNG\EMHA20260109_16033802.png,DATA\STAGING\respondent_048\PDF\EMHA20260109_16042624.pdf
P048,page_writing,DATA\STAGING\respondent_048\PNG\EMHA20260109_16065644.png,DATA\STAGING\respondent_048\PDF\EMHA20260109_16054058.pdf
P049,page_cover,DATA\STAGING\respondent_049\PNG\EMHA20260109_16082126.png,DATA\STAGING\respondent_049\PDF\EMHA20260109_16092304.pdf
P049,page_selfreport,DATA\STAGING\respondent_049\PNG\EMHA20260109_16121321.png,DATA\STAGING\respondent_049\PDF\EMHA20260109_16105946.pdf
P049,page_drawing,DATA\STAGING\respondent_049\PNG\EMHA20260109_16135491.png,DATA\STAGING\respondent_049\PDF\EMHA20260109_16144747.pdf
P049,page_writing,DATA\STAGING\respondent_049\PNG\EMHA20260109_16163406.png,DATA\STAGING\respondent_049\PDF\EMHA20260109_16154739.pdf
P050,page_cover,DATA\STAGING\respondent_050\PNG\EMHA20260109_16174943.png,DATA\STAGING\respondent_050\PDF\EMHA20260109_16185382.pdf
P050,page_selfreport,DATA\STAGING\respondent_050\PNG\EMHA20260109_16202151.png,DATA\STAGING\respondent_050\PDF\EMHA20260109_16194140.pdf
P050,page_drawing,DATA\STAGING\respondent_050\PNG\EMHA20260109_16210414.png,DATA\STAGING\respondent_050\PDF\EMHA20260109_16215103.pdf
P050,page_writing,DATA\STAGING\respondent_050\PNG\EMHA20260109_16231949.png,DATA\STAGING\respondent_050\PDF\EMHA20260109_16223775.pdf
P051,page_cover,DATA\STAGING\respondent_051\PNG\EMHA20260109_16243936.png,DATA\STAGING\respondent_051\PDF\EMHA20260109_16252123.pdf
P051,page_selfreport,DATA\STAGING\respondent_051\PNG\EMHA20260109_16272100.png,DATA\STAGING\respondent_051\PDF\EMHA20260109_16261241.pdf
P051,page_drawing,DATA\STAGING\respondent_051\PNG\EMHA20260109_16280710.png,DATA\STAGING\respondent_051\PDF\EMHA20260109_16291831.pdf
P051,page_writing,DATA\STAGING\respondent_051\PNG\EMHA20260109_16305835.png,DATA\STAGING\respondent_051\PDF\EMHA20260109_16301004.pdf
P052,page_cover,DATA\STAGING\respondent_052\PNG\EMHA20260109_16323437.png,DATA\STAGING\respondent_052\PDF\EMHA20260109_16331574.pdf
P052,page_selfreport,DATA\STAGING\respondent_052\PNG\EMHA20260109_16353228.png,DATA\STAGING\respondent_052\PDF\EMHA20260109_16342414.pdf
P052,page_drawing,DATA\STAGING\respondent_052\PNG\EMHA20260109_16364086.png,DATA\STAGING\respondent_052\PDF\EMHA20260109_16372042.pdf
P052,page_writing,DATA\STAGING\respondent_052\PNG\EMHA20260109_16384928.png,DATA\STAGING\respondent_052\PDF\EMHA20260109_16380691.pdf
P053,page_cover,DATA\STAGING\respondent_053\PNG\EMHA20260109_16401744.png,DATA\STAGING\respondent_053\PDF\EMHA20260109_16405719.pdf
P053,page_selfreport,DATA\STAGING\respondent_053\PNG\EMHA20260109_16422220.png,DATA\STAGING\respondent_053\PDF\EMHA20260109_16414230.pdf
P053,page_drawing,DATA\STAGING\respondent_053\PNG\EMHA20260109_16430690.png,DATA\STAGING\respondent_053\PDF\EMHA20260109_16434794.pdf
P053,page_writing,DATA\STAGING\respondent_053\PNG\EMHA20260109_16454262.png,DATA\STAGING\respondent_053\PDF\EMHA20260109_16444082.pdf
P054,page_cover,DATA\STAGING\respondent_054\PNG\EMHA20260109_16470831.png,DATA\STAGING\respondent_054\PDF\EMHA20260109_16494140.pdf
P054,page_selfreport,DATA\STAGING\respondent_054\PNG\EMHA20260109_16511625.png,DATA\STAGING\respondent_054\PDF\EMHA20260109_16503892.pdf
P054,page_drawing,DATA\STAGING\respondent_054\PNG\EMHA20260109_16515901.png,DATA\STAGING\respondent_054\PDF\EMHA20260109_16523871.pdf
P054,page_writing,DATA\STAGING\respondent_054\PNG\EMHA20260109_16535959.png,DATA\STAGING\respondent_054\PDF\EMHA20260109_16532064.pdf
P055,page_cover,DATA\STAGING\respondent_055\PNG\EMHA20260109_16551621.png,DATA\STAGING\respondent_055\PDF\EMHA20260109_16555644.pdf
P055,page_selfreport,DATA\STAGING\respondent_055\PNG\EMHA20260109_16572182.png,DATA\STAGING\respondent_055\PDF\EMHA20260109_16564184.pdf
P055,page_drawing,DATA\STAGING\respondent_055\PNG\EMHA20260109_16583172.png,DATA\STAGING\respondent_055\PDF\EMHA20260109_16593866.pdf
P055,page_writing,DATA\STAGING\respondent_055\PNG\EMHA20260109_17012097.png,DATA\STAGING\respondent_055\PDF\EMHA20260109_17003732.pdf
P056,page_cover,DATA\STAGING\respondent_056\PNG\EMHA20260109_17041168.png,DATA\STAGING\respondent_056\PDF\EMHA20260109_17045095.pdf
P056,page_selfreport,DATA\STAGING\respondent_056\PNG\EMHA20260109_17062994.png,DATA\STAGING\respondent_056\PDF\EMHA20260109_17053926.pdf
P056,page_drawing,DATA\STAGING\respondent_056\PNG\EMHA20260109_17071491.png,DATA\STAGING\respondent_056\PDF\EMHA20260109_17080319.pdf
P056,page_writing,DATA\STAGING\respondent_056\PNG\EMHA20260109_17092719.png,DATA\STAGING\respondent_056\PDF\EMHA20260109_17084837.pdf
P057,page_cover,DATA\STAGING\respondent_057\PNG\EMHA20260109_17110502.png,DATA\STAGING\respondent_057\PDF\EMHA20260109_17114467.pdf
P057,page_selfreport,DATA\STAGING\respondent_057\PNG\EMHA20260109_17130673.png,DATA\STAGING\respondent_057\PDF\EMHA20260109_17122565.pdf
P057,page_drawing,DATA\STAGING\respondent_057\PNG\EMHA20260109_17135747.png,DATA\STAGING\respondent_057\PDF\EMHA20260109_17144114.pdf
P057,page_writing,DATA\STAGING\respondent_057\PNG\EMHA20260109_17161120.png,DATA\STAGING\respondent_057\PDF\EMHA20260109_17152816.pdf
P058,page_cover,DATA\STAGING\respondent_058\PNG\EMHA20260109_17172646.png,DATA\STAGING\respondent_058\PDF\EMHA20260109_17180783.pdf
P058,page_selfreport,DATA\STAGING\respondent_058\PNG\EMHA20260109_17194624.png,DATA\STAGING\respondent_058\PDF\EMHA20260109_17190434.pdf
P058,page_drawing,DATA\STAGING\respondent_058\PNG\EMHA20260109_17204425.png,DATA\STAGING\respondent_058\PDF\EMHA20260109_17213264.pdf
P058,page_writing,DATA\STAGING\respondent_058\PNG\EMHA20260109_17230122.png,DATA\STAGING\respondent_058\PDF\EMHA20260109_17221443.pdf
P059,page_cover,DATA\STAGING\respondent_059\PNG\EMHA20260109_17250088.png,DATA\STAGING\respondent_059\PDF\EMHA20260109_17254119.pdf
P059,page_selfreport,DATA\STAGING\respondent_059\PNG\EMHA20260109_17271174.png,DATA\STAGING\respondent_059\PDF\EMHA20260109_17262691.pdf
P059,page_drawing,DATA\STAGING\respondent_059\PNG\EMHA20260109_17282095.png,DATA\STAGING\respondent_059\PDF\EMHA20260109_17290465.pdf
P059,page_writing,DATA\STAGING\respondent_059\PNG\EMHA20260109_17311318.png,DATA\STAGING\respondent_059\PDF\EMHA20260109_17303222.pdf
P060,page_cover,DATA\STAGING\respondent_060\PNG\EMHA20260109_17330666.png,DATA\STAGING\respondent_060\PDF\EMHA20260109_17334503.pdf
P060,page_selfreport,DATA\STAGING\respondent_060\PNG\EMHA20260109_17355187.png,DATA\STAGING\respondent_060\PDF\EMHA20260109_17350555.pdf
P060,page_drawing,DATA\STAGING\respondent_060\PNG\EMHA20260109_17363731.png,DATA\STAGING\respondent_060\PDF\EMHA20260109_17375138.pdf
P060,page_writing,DATA\STAGING\respondent_060\PNG\EMHA20260109_17391530.png,DATA\STAGING\respondent_060\PDF\EMHA20260109_17383626.pdf
P061,page_cover,DATA\STAGING\respondent_061\PNG\EMHA20260109_17420434.png,DATA\STAGING\respondent_061\PDF\EMHA20260109_17424245.pdf
P061,page_selfreport,DATA\STAGING\respondent_061\PNG\EMHA20260109_17440275.png,DATA\STAGING\respondent_061\PDF\EMHA20260109_17432549.pdf
P061,page_drawing,DATA\STAGING\respondent_061\PNG\EMHA20260109_17445200.png,DATA\STAGING\respondent_061\PDF\EMHA20260109_17453797.pdf
P061,page_writing,DATA\STAGING\respondent_061\PNG\EMHA20260109_17473754.png,DATA\STAGING\respondent_061\PDF\EMHA20260109_17464790.pdf
P062,page_cover,DATA\STAGING\respondent_062\PNG\EMHA20260109_17485952.png,DATA\STAGING\respondent_062\PDF\EMHA20260109_17494566.pdf
P062,page_selfreport,DATA\STAGING\respondent_062\PNG\EMHA20260109_17512262.png,DATA\STAGING\respondent_062\PDF\EMHA20260109_17504152.pdf
P062,page_drawing,DATA\STAGING\respondent_062\PNG\EMHA20260109_17521627.png,DATA\STAGING\respondent_062\PDF\EMHA20260109_17525589.pdf
P062,page_writing,DATA\STAGING\respondent_062\PNG\EMHA20260109_17544399.png,DATA\STAGING\respondent_062\PDF\EMHA20260109_17540460.pdf
P063,page_cover,DATA\STAGING\respondent_063\PNG\EMHA20260109_17560925.png,DATA\STAGING\respondent_063\PDF\EMHA20260109_17564887.pdf
P063,page_selfreport,DATA\STAGING\respondent_063\PNG\EMHA20260109_17583714.png,DATA\STAGING\respondent_063\PDF\EMHA20260109_17575448.pdf
P063,page_drawing,DATA\STAGING\respondent_063\PNG\EMHA20260109_17595317.png,DATA\STAGING\respondent_063\PDF\EMHA20260109_18003508.pdf
P063,page_writing,DATA\STAGING\respondent_063\PNG\EMHA20260109_18024088.png,DATA\STAGING\respondent_063\PDF\EMHA20260109_18013755.pdf
P064,page_cover,DATA\STAGING\respondent_064\PNG\EMHA20260109_18060278.png,DATA\STAGING\respondent_064\PDF\EMHA20260109_18064053.pdf
P064,page_selfreport,DATA\STAGING\respondent_064\PNG\EMHA20260109_18093108.png,DATA\STAGING\respondent_064\PDF\EMHA20260109_18085246.pdf
P064,page_drawing,DATA\STAGING\respondent_064\PNG\EMHA20260109_18101689.png,DATA\STAGING\respondent_064\PDF\EMHA20260109_18111364.pdf
P064,page_writing,DATA\STAGING\respondent_064\PNG\EMHA20260109_18135863.png,DATA\STAGING\respondent_064\PDF\EMHA20260109_18120127.pdf
P065,page_cover,DATA\STAGING\respondent_065\PNG\EMHA20260109_18150360.png,DATA\STAGING\respondent_065\PDF\EMHA20260109_18160294.pdf
P065,page_selfreport,DATA\STAGING\respondent_065\PNG\EMHA20260109_18173219.png,DATA\STAGING\respondent_065\PDF\EMHA20260109_18165322.pdf
P065,page_drawing,DATA\STAGING\respondent_065\PNG\EMHA20260109_18182539.png,DATA\STAGING\respondent_065\PDF\EMHA20260109_18190673.pdf
P065,page_writing,DATA\STAGING\respondent_065\PNG\EMHA20260109_18205708.png,DATA\STAGING\respondent_065\PDF\EMHA20260109_18201493.pdf
P066,page_cover,DATA\STAGING\respondent_066\PNG\EMHA20260109_18250041.png,DATA\STAGING\respondent_066\PDF\EMHA20260109_18253980.pdf
P066,page_selfreport,DATA\STAGING\respondent_066\PNG\EMHA20260109_18282327.png,DATA\STAGING\respondent_066\PDF\EMHA20260109_18265964.pdf
P066,page_drawing,DATA\STAGING\respondent_066\PNG\EMHA20260109_18291772.png,DATA\STAGING\respondent_066\PDF\EMHA20260109_18301026.pdf
P066,page_writing,DATA\STAGING\respondent_066\PNG\EMHA20260109_18315230.png,DATA\STAGING\respondent_066\PDF\EMHA20260109_18305299.pdf
P067,page_cover,DATA\STAGING\respondent_067\PNG\EMHA20260109_18345026.png,DATA\STAGING\respondent_067\PDF\EMHA20260109_18362310.pdf
P067,page_selfreport,DATA\STAGING\respondent_067\PNG\EMHA20260109_18385941.png,DATA\STAGING\respondent_067\PDF\EMHA20260109_18380354.pdf
P067,page_drawing,DATA\STAGING\respondent_067\PNG\EMHA20260109_18402565.png,DATA\STAGING\respondent_067\PDF\EMHA20260109_18410924.pdf
P067,page_writing,DATA\STAGING\respondent_067\PNG\EMHA20260109_18425428.png,DATA\STAGING\respondent_067\PDF\EMHA20260109_18421465.pdf
P068,page_cover,DATA\STAGING\respondent_068\PNG\EMHA20260109_18441836.png,DATA\STAGING\respondent_068\PDF\EMHA20260109_18451865.pdf
P068,page_selfreport,DATA\STAGING\respondent_068\PNG\EMHA20260109_18465773.png,DATA\STAGING\respondent_068\PDF\EMHA20260109_18461786.pdf
P068,page_drawing,DATA\STAGING\respondent_068\PNG\EMHA20260109_18475527.png,DATA\STAGING\respondent_068\PDF\EMHA20260109_18484038.pdf
P068,page_writing,DATA\STAGING\respondent_068\PNG\EMHA20260109_18501159.png,DATA\STAGING\respondent_068\PDF\EMHA20260109_18493074.pdf
P069,page_cover,DATA\STAGING\respondent_069\PNG\EMHA20260109_18513095.png,DATA\STAGING\respondent_069\PDF\EMHA20260109_18521449.pdf
P069,page_selfreport,DATA\STAGING\respondent_069\PNG\EMHA20260109_18534635.png,DATA\STAGING\respondent_069\PDF\EMHA20260109_18530031.pdf
P069,page_drawing,DATA\STAGING\respondent_069\PNG\EMHA20260109_18544605.png,DATA\STAGING\respondent_069\PDF\EMHA20260109_18561274.pdf
P069,page_writing,DATA\STAGING\respondent_069\PNG\EMHA20260109_18574909.png,DATA\STAGING\respondent_069\PDF\EMHA20260109_18570041.pdf
P070,page_cover,DATA\STAGING\respondent_070\PNG\EMHA20260109_19000379.png,DATA\STAGING\respondent_070\PDF\EMHA20260109_19004526.pdf
P070,page_selfreport,DATA\STAGING\respondent_070\PNG\EMHA20260109_19020976.png,DATA\STAGING\respondent_070\PDF\EMHA20260109_19012789.pdf
P070,page_drawing,DATA\STAGING\respondent_070\PNG\EMHA20260109_19035418.png,DATA\STAGING\respondent_070\PDF\EMHA20260109_19044224.pdf
P070,page_writing,DATA\STAGING\respondent_070\PNG\EMHA20260109_19063947.png,DATA\STAGING\respondent_070\PDF\EMHA20260109_19055199.pdf
P071,page_cover,DATA\STAGING\respondent_071\PNG\EMHA20260306_02282950.png,DATA\STAGING\respondent_071\PDF\EMHA20260306_02274671.pdf
P071,page_selfreport,DATA\STAGING\respondent_071\PNG\EMHA20260306_02294570.png,DATA\STAGING\respondent_071\PDF\EMHA20260306_02303357.pdf
P071,page_drawing,DATA\STAGING\respondent_071\PNG\EMHA20260306_02315596.png,DATA\STAGING\respondent_071\PDF\EMHA20260306_02312184.pdf
P071,page_writing,DATA\STAGING\respondent_071\PNG\EMHA20260306_02331048.png,DATA\STAGING\respondent_071\PDF\EMHA20260306_02334606.pdf
P072,page_cover,DATA\STAGING\respondent_072\PNG\EMHA20260306_02365576.png,DATA\STAGING\respondent_072\PDF\EMHA20260306_02353156.pdf
P072,page_selfreport,DATA\STAGING\respondent_072\PNG\EMHA20260306_02382975.png,DATA\STAGING\respondent_072\PDF\EMHA20260306_02391319.pdf
P072,page_drawing,DATA\STAGING\respondent_072\PNG\EMHA20260306_02403943.png,DATA\STAGING\respondent_072\PDF\EMHA20260306_02400112.pdf
P072,page_writing,DATA\STAGING\respondent_072\PNG\EMHA20260306_02413824.png,DATA\STAGING\respondent_072\PDF\EMHA20260306_02424468.pdf
P073,page_cover,DATA\STAGING\respondent_073\PNG\EMHA20260306_02450206.png,DATA\STAGING\respondent_073\PDF\EMHA20260306_02440176.pdf
P073,page_selfreport,DATA\STAGING\respondent_073\PNG\EMHA20260306_02455002.png,DATA\STAGING\respondent_073\PDF\EMHA20260306_02471030.pdf
P073,page_drawing,DATA\STAGING\respondent_073\PNG\EMHA20260306_02491587.png,DATA\STAGING\respondent_073\PDF\EMHA20260306_02482332.pdf
P073,page_writing,DATA\STAGING\respondent_073\PNG\EMHA20260306_02495969.png,DATA\STAGING\respondent_073\PDF\EMHA20260306_02513130.pdf
P074,page_cover,DATA\STAGING\respondent_074\PNG\EMHA20260306_02544415.png,DATA\STAGING\respondent_074\PDF\EMHA20260306_02532532.pdf
P074,page_selfreport,DATA\STAGING\respondent_074\PNG\EMHA20260306_02552387.png,DATA\STAGING\respondent_074\PDF\EMHA20260306_02555998.pdf
P074,page_drawing,DATA\STAGING\respondent_074\PNG\EMHA20260306_03011791.png,DATA\STAGING\respondent_074\PDF\EMHA20260306_02564248.pdf
P074,page_writing,DATA\STAGING\respondent_074\PNG\EMHA20260306_03022235.png,DATA\STAGING\respondent_074\PDF\EMHA20260306_03035495.pdf
P075,page_cover,DATA\STAGING\respondent_075\PNG\EMHA20260306_03081652.png,DATA\STAGING\respondent_075\PDF\EMHA20260306_03054838.pdf
P075,page_selfreport,DATA\STAGING\respondent_075\PNG\EMHA20260306_03102474.png,DATA\STAGING\respondent_075\PDF\EMHA20260306_03110000.pdf
P075,page_drawing,DATA\STAGING\respondent_075\PNG\EMHA20260306_03135167.png,DATA\STAGING\respondent_075\PDF\EMHA20260306_03120509.pdf
P075,page_writing,DATA\STAGING\respondent_075\PNG\EMHA20260306_03144864.png,DATA\STAGING\respondent_075\PDF\EMHA20260306_03153419.pdf
P076,page_cover,DATA\STAGING\respondent_076\PNG\EMHA20260306_03173580.png,DATA\STAGING\respondent_076\PDF\EMHA20260306_03165705.pdf
P076,page_selfreport,DATA\STAGING\respondent_076\PNG\EMHA20260306_03190379.png,DATA\STAGING\respondent_076\PDF\EMHA20260306_03200540.pdf
P076,page_drawing,DATA\STAGING\respondent_076\PNG\EMHA20260306_03213018.png,DATA\STAGING\respondent_076\PDF\EMHA20260306_03204894.pdf
P076,page_writing,DATA\STAGING\respondent_076\PNG\EMHA20260306_03223460.png,DATA\STAGING\respondent_076\PDF\EMHA20260306_03235654.pdf
P077,page_cover,DATA\STAGING\respondent_077\PNG\EMHA20260306_03265349.png,DATA\STAGING\respondent_077\PDF\EMHA20260306_03255282.pdf
P077,page_selfreport,DATA\STAGING\respondent_077\PNG\EMHA20260306_03274073.png,DATA\STAGING\respondent_077\PDF\EMHA20260306_03283609.pdf
P077,page_drawing,DATA\STAGING\respondent_077\PNG\EMHA20260306_03301516.png,DATA\STAGING\respondent_077\PDF\EMHA20260306_03292680.pdf
P077,page_writing,DATA\STAGING\respondent_077\PNG\EMHA20260306_03310256.png,DATA\STAGING\respondent_077\PDF\EMHA20260306_03320412.pdf
P078,page_cover,DATA\STAGING\respondent_078\PNG\EMHA20260306_03340246.png,DATA\STAGING\respondent_078\PDF\EMHA20260306_03332145.pdf
P078,page_selfreport,DATA\STAGING\respondent_078\PNG\EMHA20260306_03352717.png,DATA\STAGING\respondent_078\PDF\EMHA20260306_03363701.pdf
P078,page_drawing,DATA\STAGING\respondent_078\PNG\EMHA20260306_03383082.png,DATA\STAGING\respondent_078\PDF\EMHA20260306_03372591.pdf
P078,page_writing,DATA\STAGING\respondent_078\PNG\EMHA20260306_03392545.png,DATA\STAGING\respondent_078\PDF\EMHA20260306_03402766.pdf
P079,page_cover,DATA\STAGING\respondent_079\PNG\EMHA20260306_03431210.png,DATA\STAGING\respondent_079\PDF\EMHA20260306_03421162.pdf
P079,page_selfreport,DATA\STAGING\respondent_079\PNG\EMHA20260306_03443659.png,DATA\STAGING\respondent_079\PDF\EMHA20260306_03463931.pdf
P079,page_drawing,DATA\STAGING\respondent_079\PNG\EMHA20260306_03495523.png,DATA\STAGING\respondent_079\PDF\EMHA20260306_03485626.pdf
P079,page_writing,DATA\STAGING\respondent_079\PNG\EMHA20260306_03511561.png,DATA\STAGING\respondent_079\PDF\EMHA20260306_03520870.pdf
P080,page_cover,DATA\STAGING\respondent_080\PNG\EMHA20260306_03545588.png,DATA\STAGING\respondent_080\PDF\EMHA20260306_03534137.pdf
P080,page_selfreport,DATA\STAGING\respondent_080\PNG\EMHA20260306_03555140.png,DATA\STAGING\respondent_080\PDF\EMHA20260306_03564078.pdf
P080,page_drawing,DATA\STAGING\respondent_080\PNG\EMHA20260306_03583243.png,DATA\STAGING\respondent_080\PDF\EMHA20260306_03574028.pdf
P080,page_writing,DATA\STAGING\respondent_080\PNG\EMHA20260306_03591989.png,DATA\STAGING\respondent_080\PDF\EMHA20260306_04002914.pdf
P081,page_cover,DATA\STAGING\respondent_081\PNG\EMHA20260306_04224527.png,DATA\STAGING\respondent_081\PDF\EMHA20260306_04220018.pdf
P081,page_selfreport,DATA\STAGING\respondent_081\PNG\EMHA20260306_04233558.png,DATA\STAGING\respondent_081\PDF\EMHA20260306_04241718.pdf
P081,page_drawing,DATA\STAGING\respondent_081\PNG\EMHA20260306_04260230.png,DATA\STAGING\respondent_081\PDF\EMHA20260306_04250374.pdf
P081,page_writing,DATA\STAGING\respondent_081\PNG\EMHA20260306_04272710.png,DATA\STAGING\respondent_081\PDF\EMHA20260306_04281130.pdf
